dt,account,province,group,total_outbound_count,black_outbound_count,total_pickup_count,black_pickup_count,total_pay_count,black_pay_count
2025-12-10,langshun06,宁夏,未触发黑名单部分,6494,0,529,0,0,0
2025-12-10,yuedaibao666,山西,31,4086,4086,27,27,0,0
2025-12-10,baotai04,四川,31,0,0,0,0,0,0
2025-12-10,baotai10,浙江,31,6605,6605,77,77,0,0
2025-12-10,meixin888,浙江,31,8829,8829,14,14,0,0
2025-12-10,,天津,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,langshun08,陕西,未触发黑名单部分,19412,0,1253,0,1,0
2025-12-10,baotai52,山西,未触发黑名单部分,5617,0,542,0,0,0
2025-12-10,youqian888,江西,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,baotai52,云南,31,171,171,2,2,0,0
2025-12-10,youqian888,福建,31,9781,9781,60,60,0,0
2025-12-10,baotai10,安徽,未触发黑名单部分,67078,0,6996,0,0,0
2025-12-10,yuedaibao666,重庆,31,1292,1292,7,7,0,0
2025-12-10,YSH,吉林,未触发黑名单部分,33,0,0,0,0,0
2025-12-10,miduoduo888,湖南,未触发黑名单部分,304900,0,16693,0,1,0
2025-12-10,baotai04,浙江,未触发黑名单部分,12,0,3,0,0,0
2025-12-10,weiqianbao661,宁夏,31,2856,2856,16,16,0,0
2025-12-10,jiuwuhua888,云南,31,9666,9666,40,40,0,0
2025-12-10,weiqianbao661,福建,未触发黑名单部分,33863,0,2221,0,0,0
2025-12-10,meixin888,辽宁,31,4831,4831,17,17,0,0
2025-12-10,huirong888,四川,31,16343,16343,75,75,0,0
2025-12-10,miduoduo888,宁夏,31,7380,7380,40,40,0,0
2025-12-10,,黑龙江,未触发黑名单部分,2,0,0,0,0,0
2025-12-10,haozhouzhuan888,福建,31,96356,96356,348,348,1,1
2025-12-10,jiuwuhua888,青海,31,1258,1258,6,6,0,0
2025-12-10,yuedaibao999,甘肃,31,23920,23920,134,134,0,0
2025-12-10,jixianghua888,安徽,31,476,476,3,3,0,0
2025-12-10,YSH,广东,31,10,10,0,0,0,0
2025-12-10,yunshenghua888,辽宁,未触发黑名单部分,35283,0,2243,0,0,0
2025-12-10,baotai18,云南,未触发黑名单部分,2453,0,480,0,0,0
2025-12-10,haihua888,天津,31,670,670,5,5,0,0
2025-12-10,meixin888,海南,未触发黑名单部分,11965,0,550,0,0,0
2025-12-10,baotai10,吉林,31,2798,2798,20,20,0,0
2025-12-10,yuedaibao666,四川,未触发黑名单部分,26698,0,1790,0,1,0
2025-12-10,jiuwuhua888,江西,31,6390,6390,22,22,0,0
2025-12-10,weiqianbao661,四川,31,23789,23789,100,100,0,0
2025-12-10,shuxunda01,山东,未触发黑名单部分,7348,0,836,0,0,0
2025-12-10,langshun06,湖北,31,3659,3659,8,8,0,0
2025-12-10,yuedaibao999,河南,未触发黑名单部分,157976,0,9825,0,1,0
2025-12-10,baotai52,天津,未触发黑名单部分,1518,0,189,0,0,0
2025-12-10,taoyirong666,江苏,未触发黑名单部分,9307,0,446,0,0,0
2025-12-10,jiuwuhua888,山西,31,6856,6856,20,20,0,0
2025-12-10,langshun06,宁夏,31,349,349,2,2,0,0
2025-12-10,baotai27,青海,未触发黑名单部分,37652,0,3206,0,3,0
2025-12-10,xinyongfei666,内蒙古,31,1374,1374,5,5,0,0
2025-12-10,,江西,未触发黑名单部分,16,0,0,0,0,0
2025-12-10,xinyongfei666,黑龙江,未触发黑名单部分,14557,0,1051,0,0,0
2025-12-10,langshun06,福建,未触发黑名单部分,12605,0,987,0,1,0
2025-12-10,jirong888,贵州,未触发黑名单部分,15606,0,614,0,0,0
2025-12-10,weiqianbao333,陕西,31,22045,22045,51,51,0,0
2025-12-10,langshun06,吉林,未触发黑名单部分,11466,0,780,0,0,0
2025-12-10,YSH,福建,未触发黑名单部分,12,0,1,0,0,0
2025-12-10,yunshenghua888,西藏,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,taoyirong999,山东,31,27847,27847,46,46,0,0
2025-12-10,miduoduo888,河北,31,89718,89718,321,321,0,0
2025-12-10,haofenqi888,四川,未触发黑名单部分,49352,0,1499,0,0,0
2025-12-10,taoyirong666,四川,未触发黑名单部分,6384,0,339,0,0,0
2025-12-10,haozhouzhuan888,海南,31,3,3,0,0,0,0
2025-12-10,,山东,未触发黑名单部分,8,0,1,0,0,0
2025-12-10,yunshenghua888,甘肃,31,0,0,0,0,0,0
2025-12-10,miduoduo888,上海,未触发黑名单部分,44920,0,1853,0,0,0
2025-12-10,baotai52,海南,未触发黑名单部分,301,0,59,0,0,0
2025-12-10,baotai10,青海,31,135,135,1,1,0,0
2025-12-10,miduoduo888,山西,31,74663,74663,320,320,0,0
2025-12-10,weiqianbao888,吉林,未触发黑名单部分,9673,0,479,0,0,0
2025-12-10,youqian888,安徽,未触发黑名单部分,2252,0,142,0,0,0
2025-12-10,weiqianbao333,江西,31,10960,10960,34,34,0,0
2025-12-10,taoyirong666,辽宁,未触发黑名单部分,4846,0,300,0,0,0
2025-12-10,jirong888,广东,未触发黑名单部分,95890,0,6518,0,0,0
2025-12-10,fenqile888,山西,未触发黑名单部分,13977,0,264,0,0,0
2025-12-10,langshun06,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,huirong888,贵州,未触发黑名单部分,18563,0,720,0,0,0
2025-12-10,zhongandai666,云南,31,273,273,3,3,0,0
2025-12-10,haozhouzhuan888,福建,未触发黑名单部分,166547,0,3246,0,0,0
2025-12-10,xiaohuifu666,安徽,未触发黑名单部分,6272,0,688,0,0,0
2025-12-10,taoyirong999,甘肃,未触发黑名单部分,17883,0,714,0,0,0
2025-12-10,langshun06,黑龙江,未触发黑名单部分,10777,0,721,0,0,0
2025-12-10,youqian888,天津,31,3712,3712,9,9,0,0
2025-12-10,yunshenghua888,福建,31,15,15,0,0,0,0
2025-12-10,miduoduo888,福建,未触发黑名单部分,178214,0,8687,0,3,0
2025-12-10,jiuwuhua888,河南,未触发黑名单部分,63634,0,3935,0,2,0
2025-12-10,kaishi01,吉林,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,haofenqi888,湖南,未触发黑名单部分,35445,0,981,0,0,0
2025-12-10,yuedaibao999,山东,未触发黑名单部分,148341,0,8744,0,0,0
2025-12-10,zhongandai999,贵州,未触发黑名单部分,6,0,0,0,0,0
2025-12-10,weiqianbao555,吉林,31,15783,15783,44,44,0,0
2025-12-10,taoyirong666,甘肃,未触发黑名单部分,635,0,40,0,0,0
2025-12-10,xiaohuifu666,天津,31,31,31,0,0,0,0
2025-12-10,yuedaibao666,河北,31,3774,3774,26,26,0,0
2025-12-10,baotai27,广西,31,8077,8077,96,96,0,0
2025-12-10,langshun08,湖北,31,1923,1923,8,8,0,0
2025-12-10,yunshenghua888,广西,31,7,7,0,0,0,0
2025-12-10,baotai10,湖北,31,8062,8062,59,59,0,0
2025-12-10,xiaohuifu666,山东,未触发黑名单部分,10620,0,760,0,0,0
2025-12-10,weiqianbao333,海南,31,8621,8621,19,19,0,0
2025-12-10,,海南,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,miduoduo888,陕西,未触发黑名单部分,197621,0,9059,0,3,0
2025-12-10,YSH,江苏,31,691,691,4,4,0,0
2025-12-10,langshun08,广西,未触发黑名单部分,12807,0,801,0,0,0
2025-12-10,haozhouzhuan888,四川,31,165359,165359,480,480,0,0
2025-12-10,jirong888,河北,未触发黑名单部分,41530,0,2258,0,0,0
2025-12-10,meixin888,安徽,31,7817,7817,18,18,0,0
2025-12-10,yunshenghua888,江西,未触发黑名单部分,36,0,1,0,0,0
2025-12-10,miduoduo888,四川,31,111499,111499,318,318,0,0
2025-12-10,baotai10,广西,未触发黑名单部分,19534,0,1672,0,0,0
2025-12-10,jixianghua888,陕西,31,768,768,1,1,0,0
2025-12-10,shuxunda01,海南,31,441,441,1,1,0,0
2025-12-10,huirong888,天津,31,2,2,0,0,0,0
2025-12-10,langshun06,青海,未触发黑名单部分,5904,0,428,0,0,0
2025-12-10,meixin888,海南,31,3055,3055,4,4,1,1
2025-12-10,shuxunda01,湖北,31,462,462,1,1,0,0
2025-12-10,haihua888,四川,31,139,139,0,0,0,0
2025-12-10,youqian888,上海,31,8253,8253,20,20,0,0
2025-12-10,baotai04,吉林,31,0,0,0,0,0,0
2025-12-10,yunshenghua888,上海,未触发黑名单部分,112560,0,4219,0,0,0
2025-12-10,xinyongfei666,江苏,31,5958,5958,42,42,0,0
2025-12-10,baotai10,湖南,31,6706,6706,60,60,0,0
2025-12-10,jixianghua888,广东,未触发黑名单部分,6378,0,196,0,0,0
2025-12-10,shuxunda01,黑龙江,31,192,192,2,2,0,0
2025-12-10,kaishi01,四川,未触发黑名单部分,5,0,1,0,0,0
2025-12-10,weiqianbao555,青海,未触发黑名单部分,20109,0,1200,0,0,0
2025-12-10,zhongandai999,内蒙古,31,8716,8716,79,79,0,0
2025-12-10,meixin888,安徽,未触发黑名单部分,15436,0,1153,0,0,0
2025-12-10,shuxunda01,云南,31,563,563,4,4,0,0
2025-12-10,huirong888,河北,31,8336,8336,55,55,0,0
2025-12-10,YSH,河北,未触发黑名单部分,8625,0,546,0,0,0
2025-12-10,weiqianbao555,甘肃,31,21571,21571,90,90,0,0
2025-12-10,baotai52,江西,31,314,314,0,0,0,0
2025-12-10,YSH,黑龙江,未触发黑名单部分,47,0,0,0,0,0
2025-12-10,1445,移动,未触发黑名单部分,1,0,1,0,0,0
2025-12-10,langshun08,天津,未触发黑名单部分,9922,0,565,0,0,0
2025-12-10,shuxunda01,宁夏,未触发黑名单部分,3097,0,406,0,0,0
2025-12-10,xiaohuifu666,天津,未触发黑名单部分,1228,0,95,0,0,0
2025-12-10,baotai27,广东,未触发黑名单部分,191715,0,12659,0,24,0
2025-12-10,haihua888,江苏,31,619,619,6,6,0,0
2025-12-10,kaishi01,山东,未触发黑名单部分,9,0,1,0,0,0
2025-12-10,zhongandai999,云南,未触发黑名单部分,25710,0,2876,0,0,0
2025-12-10,huirong888,福建,未触发黑名单部分,24738,0,1519,0,1,0
2025-12-10,baotai10,山西,31,7821,7821,72,72,0,0
2025-12-10,baotai52,辽宁,31,219,219,2,2,0,0
2025-12-10,zhongandai999,山西,31,17253,17253,124,124,0,0
2025-12-10,baotai27,江苏,未触发黑名单部分,651596,0,44321,0,80,0
2025-12-10,xiaohuifu666,河南,31,239,239,0,0,0,0
2025-12-10,weiqianbao555,安徽,未触发黑名单部分,95562,0,4837,0,0,0
2025-12-10,weiqianbao888,福建,未触发黑名单部分,29149,0,1699,0,0,0
2025-12-10,meixin888,青海,未触发黑名单部分,4,0,0,0,0,0
2025-12-10,zhongandai999,湖北,31,18635,18635,136,136,0,0
2025-12-10,baotai10,山东,未触发黑名单部分,120514,0,9872,0,0,0
2025-12-10,haofenqi888,福建,31,6922,6922,24,24,0,0
2025-12-10,langshun06,安徽,未触发黑名单部分,31373,0,2419,0,0,0
2025-12-10,haofenqi888,宁夏,31,1286,1286,2,2,0,0
2025-12-10,haozhouzhuan888,山东,未触发黑名单部分,214029,0,4269,0,0,0
2025-12-10,huirong888,江西,未触发黑名单部分,4467,0,295,0,0,0
2025-12-10,,吉林,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,weiqianbao333,河北,未触发黑名单部分,28151,0,1084,0,0,0
2025-12-10,weiqianbao333,重庆,未触发黑名单部分,10947,0,450,0,0,0
2025-12-10,shuxunda01,湖南,31,702,702,4,4,0,0
2025-12-10,weiqianbao333,江苏,未触发黑名单部分,30908,0,1132,0,0,0
2025-12-10,baotai52,重庆,未触发黑名单部分,4381,0,896,0,0,0
2025-12-10,shuxunda01,陕西,31,529,529,1,1,0,0
2025-12-10,xinyongfei666,山东,31,4128,4128,30,30,0,0
2025-12-10,jiuwuhua888,吉林,31,2554,2554,9,9,0,0
2025-12-10,jiuwuhua888,江苏,31,8273,8273,30,30,0,0
2025-12-10,baotai10,上海,31,5578,5578,29,29,0,0
2025-12-10,baotai18,山西,31,118,118,7,7,0,0
2025-12-10,kaishi01,贵州,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,haihua888,甘肃,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,haihua888,山东,未触发黑名单部分,2690,0,279,0,0,0
2025-12-10,miduoduo888,贵州,31,73301,73301,213,213,1,1
2025-12-10,haihua888,浙江,31,589,589,4,4,0,0
2025-12-10,taoyirong666,青海,未触发黑名单部分,4,0,0,0,0,0
2025-12-10,weiqianbao661,吉林,未触发黑名单部分,12245,0,751,0,0,0
2025-12-10,shuxunda01,天津,未触发黑名单部分,1303,0,180,0,0,0
2025-12-10,xinyongfei666,重庆,未触发黑名单部分,15562,0,1420,0,0,0
2025-12-10,jiuwuhua888,湖北,31,8101,8101,28,28,0,0
2025-12-10,taoyirong666,陕西,31,3067,3067,4,4,0,0
2025-12-10,YSH,浙江,31,712,712,1,1,0,0
2025-12-10,haofenqi888,云南,未触发黑名单部分,30241,0,810,0,0,0
2025-12-10,shuxunda01,海南,未触发黑名单部分,5752,0,655,0,0,0
2025-12-10,baotai04,内蒙古,31,2,2,0,0,0,0
2025-12-10,haihua888,海南,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,jiuwuhua888,重庆,31,2964,2964,5,5,0,0
2025-12-10,YSH,海南,未触发黑名单部分,4,0,0,0,0,0
2025-12-10,weiqianbao555,上海,31,27110,27110,45,45,0,0
2025-12-10,baotai52,湖北,未触发黑名单部分,5967,0,669,0,0,0
2025-12-10,yuedaibao666,云南,31,3637,3637,22,22,0,0
2025-12-10,kaishi01,上海,未触发黑名单部分,27,0,5,0,0,0
2025-12-10,baotai10,福建,未触发黑名单部分,72275,0,5400,0,0,0
2025-12-10,MYtest01,浙江,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,xiaohuifu666,黑龙江,未触发黑名单部分,7,0,0,0,0,0
2025-12-10,YSH,安徽,未触发黑名单部分,14486,0,1125,0,0,0
2025-12-10,langshun06,吉林,31,1247,1247,2,2,0,0
2025-12-10,weiqianbao555,江苏,31,82489,82489,284,284,0,0
2025-12-10,zhongandai666,福建,31,887,887,9,9,0,0
2025-12-10,zhongandai999,湖南,未触发黑名单部分,129395,0,13024,0,0,0
2025-12-10,shuxunda01,北京,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,zhongandai666,甘肃,未触发黑名单部分,2731,0,193,0,0,0
2025-12-10,baotai52,重庆,31,76,76,1,1,0,0
2025-12-10,langshun08,天津,31,1716,1716,16,16,0,0
2025-12-10,weiqianbao555,福建,未触发黑名单部分,139435,0,6377,0,2,0
2025-12-10,zhongandai666,河南,未触发黑名单部分,12928,0,1139,0,0,0
2025-12-10,haofenqi888,上海,31,4401,4401,18,18,0,0
2025-12-10,taoyirong999,天津,31,4478,4478,11,11,0,0
2025-12-10,zhongandai999,甘肃,31,5643,5643,41,41,0,0
2025-12-10,weiqianbao555,辽宁,31,13459,13459,45,45,0,0
2025-12-10,yuedaibao666,河南,31,5400,5400,24,24,0,0
2025-12-10,yuedaibao666,广西,31,4353,4353,21,21,0,0
2025-12-10,haihua888,广东,未触发黑名单部分,25644,0,2642,0,0,0
2025-12-10,baotai52,四川,未触发黑名单部分,6005,0,843,0,0,0
2025-12-10,baotai04,云南,未触发黑名单部分,3,0,1,0,0,0
2025-12-10,baotai27,海南,未触发黑名单部分,70932,0,5121,0,11,0
2025-12-10,zhongandai999,山西,未触发黑名单部分,109518,0,8518,0,0,0
2025-12-10,xiaohuifu666,辽宁,未触发黑名单部分,3522,0,261,0,0,0
2025-12-10,yunshenghua888,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,xiaohuifu666,山西,未触发黑名单部分,5444,0,290,0,0,0
2025-12-10,zhongandai666,山东,未触发黑名单部分,13536,0,1127,0,0,0
2025-12-10,taoyirong999,宁夏,31,1966,1966,1,1,0,0
2025-12-10,weiqianbao333,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,baotai10,四川,未触发黑名单部分,87363,0,8098,0,0,0
2025-12-10,jixianghua888,湖南,未触发黑名单部分,1427,0,31,0,0,0
2025-12-10,youqian888,河北,31,1029,1029,1,1,0,0
2025-12-10,jixianghua888,浙江,31,715,715,0,0,0,0
2025-12-10,jixianghua888,云南,未触发黑名单部分,963,0,26,0,0,0
2025-12-10,haozhouzhuan888,湖北,未触发黑名单部分,152996,0,2994,0,1,0
2025-12-10,weiqianbao888,海南,31,6631,6631,29,29,0,0
2025-12-10,fenqile888,江西,31,2378,2378,6,6,0,0
2025-12-10,yunshenghua888,江西,31,8,8,0,0,0,0
2025-12-10,taoyirong666,河北,31,2786,2786,1,1,0,0
2025-12-10,jirong888,江苏,未触发黑名单部分,55662,0,2754,0,0,0
2025-12-10,baotai52,安徽,31,497,497,3,3,0,0
2025-12-10,jixianghua888,河南,未触发黑名单部分,365,0,9,0,0,0
2025-12-10,zhongandai999,山东,未触发黑名单部分,206065,0,19628,0,0,0
2025-12-10,haozhouzhuan888,山西,未触发黑名单部分,145991,0,3019,0,0,0
2025-12-10,baotai04,新疆,未触发黑名单部分,241333,0,15388,0,37,0
2025-12-10,youqian888,山东,31,0,0,0,0,0,0
2025-12-10,taoyirong666,贵州,31,2276,2276,4,4,1,1
2025-12-10,baotai04,山西,31,474,474,4,4,0,0
2025-12-10,yunshenghua888,四川,未触发黑名单部分,174915,0,10178,0,1,0
2025-12-10,yuedaibao999,四川,未触发黑名单部分,159972,0,9882,0,0,0
2025-12-10,langshun08,江苏,未触发黑名单部分,40416,0,2614,0,0,0
2025-12-10,langshun08,重庆,未触发黑名单部分,17679,0,1142,0,0,0
2025-12-10,baotai52,陕西,未触发黑名单部分,5828,0,742,0,0,0
2025-12-10,baotai18,宁夏,未触发黑名单部分,444,0,57,0,0,0
2025-12-10,shuxunda01,安徽,31,426,426,1,1,0,0
2025-12-10,fenqile888,浙江,31,4951,4951,16,16,0,0
2025-12-10,yunshenghua888,湖南,未触发黑名单部分,209,0,5,0,0,0
2025-12-10,haozhouzhuan888,吉林,31,42060,42060,115,115,0,0
2025-12-10,yunshenghua888,黑龙江,未触发黑名单部分,25322,0,1530,0,0,0
2025-12-10,langshun08,云南,未触发黑名单部分,22130,0,1334,0,0,0
2025-12-10,weiqianbao333,重庆,31,9490,9490,26,26,0,0
2025-12-10,jirong888,湖南,31,7170,7170,30,30,0,0
2025-12-10,miduoduo888,江西,31,37567,37567,179,179,1,1
2025-12-10,huirong888,河南,31,6284,6284,34,34,0,0
2025-12-10,baotai04,辽宁,31,1,1,0,0,0,0
2025-12-10,haozhouzhuan888,江苏,31,165323,165323,450,450,0,0
2025-12-10,baotai27,山西,未触发黑名单部分,175465,0,10124,0,6,0
2025-12-10,YSH,山东,未触发黑名单部分,40,0,0,0,0,0
2025-12-10,baotai04,甘肃,未触发黑名单部分,7,0,1,0,0,0
2025-12-10,baotai27,重庆,未触发黑名单部分,165458,0,14649,0,19,0
2025-12-10,zhongandai666,江苏,31,2469,2469,38,38,0,0
2025-12-10,yunshenghua888,江苏,31,72788,72788,281,281,0,0
2025-12-10,jiuwuhua888,广东,未触发黑名单部分,174540,0,12042,0,2,0
2025-12-10,baotai52,河北,未触发黑名单部分,8860,0,1191,0,0,0
2025-12-10,taoyirong999,重庆,未触发黑名单部分,38895,0,1506,0,1,0
2025-12-10,baotai52,福建,31,312,312,1,1,0,0
2025-12-10,langshun08,河北,未触发黑名单部分,33947,0,2552,0,0,0
2025-12-10,taoyirong666,广东,31,12100,12100,14,14,0,0
2025-12-10,meixin888,天津,31,2156,2156,2,2,0,0
2025-12-10,zhongandai999,安徽,未触发黑名单部分,108431,0,15101,0,0,0
2025-12-10,taoyirong666,宁夏,未触发黑名单部分,375,0,27,0,0,0
2025-12-10,YSH,甘肃,未触发黑名单部分,3,0,0,0,0,0
2025-12-10,fenqile888,江西,未触发黑名单部分,16773,0,529,0,0,0
2025-12-10,langshun06,内蒙古,31,940,940,1,1,0,0
2025-12-10,haihua888,内蒙古,31,1,1,0,0,0,0
2025-12-10,weiqianbao661,山西,未触发黑名单部分,32539,0,1736,0,0,0
2025-12-10,taoyirong666,河北,未触发黑名单部分,7473,0,358,0,0,0
2025-12-10,xiaohuifu666,广西,未触发黑名单部分,2,0,0,0,0,0
2025-12-10,miduoduo888,江西,未触发黑名单部分,109418,0,6342,0,0,0
2025-12-10,meixin888,陕西,31,11691,11691,27,27,0,0
2025-12-10,weiqianbao555,天津,31,11984,11984,33,33,0,0
2025-12-10,baotai04,福建,31,0,0,0,0,0,0
2025-12-10,taoyirong666,湖南,未触发黑名单部分,6742,0,342,0,0,0
2025-12-10,zhongandai666,辽宁,未触发黑名单部分,4849,0,459,0,0,0
2025-12-10,yunshenghua888,江苏,未触发黑名单部分,201597,0,10037,0,0,0
2025-12-10,jiuwuhua888,河北,未触发黑名单部分,45429,0,2498,0,0,0
2025-12-10,yunshenghua888,四川,31,64467,64467,241,241,0,0
2025-12-10,weiqianbao888,四川,31,22726,22726,130,130,0,0
2025-12-10,shuxunda01,湖北,未触发黑名单部分,4938,0,494,0,0,0
2025-12-10,taoyirong666,云南,31,768,768,1,1,0,0
2025-12-10,youqian888,山东,未触发黑名单部分,2,0,0,0,0,0
2025-12-10,yuedaibao666,江西,31,2401,2401,17,17,0,0
2025-12-10,yuedaibao666,黑龙江,31,1018,1018,6,6,0,0
2025-12-10,zhongandai666,湖南,31,1025,1025,6,6,0,0
2025-12-10,youqian888,广西,未触发黑名单部分,7,0,0,0,0,0
2025-12-10,jixianghua888,福建,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,baotai27,四川,31,11075,11075,101,101,0,0
2025-12-10,shuxunda01,贵州,未触发黑名单部分,10081,0,844,0,0,0
2025-12-10,miduoduo888,河南,31,99768,99768,344,344,0,0
2025-12-10,langshun06,湖北,未触发黑名单部分,20383,0,899,0,0,0
2025-12-10,,浙江,未触发黑名单部分,1648,0,143,0,0,0
2025-12-10,weiqianbao555,四川,未触发黑名单部分,188291,0,10303,0,2,0
2025-12-10,baotai27,江西,31,6704,6704,97,97,0,0
2025-12-10,haihua888,贵州,未触发黑名单部分,13463,0,1172,0,0,0
2025-12-10,huirong888,吉林,31,3206,3206,12,12,0,0
2025-12-10,youqian888,内蒙古,未触发黑名单部分,16,0,0,0,0,0
2025-12-10,yuedaibao666,甘肃,未触发黑名单部分,5880,0,406,0,0,0
2025-12-10,meixin888,广东,未触发黑名单部分,95795,0,6281,0,0,0
2025-12-10,zhongandai999,黑龙江,31,6081,6081,56,56,0,0
2025-12-10,baotai18,四川,31,125,125,1,1,0,0
2025-12-10,weiqianbao888,江苏,31,23145,23145,153,153,0,0
2025-12-10,kaishi01,江西,未触发黑名单部分,9,0,2,0,0,0
2025-12-10,baotai10,河北,31,11431,11431,74,74,0,0
2025-12-10,baotai52,广西,未触发黑名单部分,882,0,134,0,0,0
2025-12-10,weiqianbao333,广西,未触发黑名单部分,53871,0,2019,0,0,0
2025-12-10,jiuwuhua888,上海,未触发黑名单部分,9980,0,499,0,0,0
2025-12-10,langshun06,四川,31,7937,7937,17,17,0,0
2025-12-10,kaishi01,云南,未触发黑名单部分,2,0,1,0,0,0
2025-12-10,baotai10,广东,未触发黑名单部分,206181,0,18800,0,0,0
2025-12-10,baotai18,河北,31,190,190,2,2,0,0
2025-12-10,shuxunda01,河北,31,602,602,4,4,0,0
2025-12-10,,山东,31,1,1,0,0,0,0
2025-12-10,fenqile888,天津,31,79,79,0,0,0,0
2025-12-10,yuedaibao666,天津,未触发黑名单部分,5703,0,579,0,0,0
2025-12-10,jixianghua888,四川,31,790,790,4,4,0,0
2025-12-10,baotai04,重庆,31,0,0,0,0,0,0
2025-12-10,taoyirong999,河北,未触发黑名单部分,46119,0,1709,0,0,0
2025-12-10,miduoduo888,天津,31,17327,17327,34,34,0,0
2025-12-10,weiqianbao661,贵州,未触发黑名单部分,49632,0,2714,0,0,0
2025-12-10,kaishi01,山西,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,yunshenghua888,辽宁,31,6220,6220,31,31,0,0
2025-12-10,xinyongfei666,上海,31,2213,2213,7,7,0,0
2025-12-10,baotai52,湖南,31,489,489,2,2,0,0
2025-12-10,fenqile888,广东,未触发黑名单部分,56938,0,1649,0,0,0
2025-12-10,youqian888,浙江,31,10310,10310,48,48,0,0
2025-12-10,huirong888,浙江,31,9314,9314,43,43,0,0
2025-12-10,huirong888,浙江,未触发黑名单部分,15743,0,1268,0,0,0
2025-12-10,langshun08,福建,31,2105,2105,7,7,0,0
2025-12-10,baotai52,山东,未触发黑名单部分,8819,0,989,0,0,0
2025-12-10,taoyirong666,山西,未触发黑名单部分,5277,0,214,0,0,0
2025-12-10,haihua888,江西,31,1,1,0,0,0,0
2025-12-10,jixianghua888,湖北,未触发黑名单部分,463,0,15,0,0,0
2025-12-10,taoyirong666,福建,31,2492,2492,3,3,0,0
2025-12-10,haofenqi888,贵州,31,5,5,0,0,0,0
2025-12-10,meixin888,广西,31,15370,15370,37,37,0,0
2025-12-10,taoyirong999,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,baotai52,广东,未触发黑名单部分,13789,0,2249,0,0,0
2025-12-10,langshun08,安徽,31,1830,1830,7,7,0,0
2025-12-10,weiqianbao333,上海,31,7850,7850,15,15,0,0
2025-12-10,zhongandai666,吉林,31,406,406,2,2,0,0
2025-12-10,haofenqi888,河北,31,9583,9583,37,37,0,0
2025-12-10,weiqianbao888,青海,31,1486,1486,8,8,0,0
2025-12-10,baotai18,河北,未触发黑名单部分,5600,0,614,0,0,0
2025-12-10,baotai27,甘肃,31,303,303,1,1,0,0
2025-12-10,weiqianbao333,浙江,31,18960,18960,67,67,0,0
2025-12-10,taoyirong666,湖北,31,4118,4118,9,9,0,0
2025-12-10,baotai27,福建,未触发黑名单部分,196076,0,13840,0,33,0
2025-12-10,zhongandai999,河北,31,22152,22152,168,168,0,0
2025-12-10,baotai10,海南,未触发黑名单部分,11373,0,992,0,0,0
2025-12-10,miduoduo888,宁夏,未触发黑名单部分,37250,0,2402,0,0,0
2025-12-10,yuedaibao999,河南,31,84026,84026,397,397,0,0
2025-12-10,haofenqi888,河北,未触发黑名单部分,43616,0,1014,0,0,0
2025-12-10,haozhouzhuan888,天津,31,26440,26440,82,82,0,0
2025-12-10,weiqianbao661,云南,31,17002,17002,80,80,0,0
2025-12-10,yuedaibao666,福建,未触发黑名单部分,24288,0,1447,0,1,0
2025-12-10,YSH,广西,31,0,0,0,0,0,0
2025-12-10,YSH,广西,未触发黑名单部分,12,0,2,0,0,0
2025-12-10,YSH,河南,未触发黑名单部分,137,0,1,0,0,0
2025-12-10,zhongandai999,陕西,31,15659,15659,108,108,0,0
2025-12-10,yuedaibao999,陕西,未触发黑名单部分,124769,0,7252,0,0,0
2025-12-10,youqian888,四川,31,19266,19266,84,84,0,0
2025-12-10,jiuwuhua888,广西,31,14352,14352,44,44,0,0
2025-12-10,langshun08,海南,31,642,642,7,7,0,0
2025-12-10,weiqianbao888,黑龙江,未触发黑名单部分,9740,0,487,0,0,0
2025-12-10,baotai04,湖南,31,1,1,0,0,0,0
2025-12-10,baotai18,江苏,31,333,333,9,9,0,0
2025-12-10,haihua888,安徽,未触发黑名单部分,5022,0,575,0,0,0
2025-12-10,haofenqi888,陕西,31,8297,8297,39,39,0,0
2025-12-10,meixin888,江苏,未触发黑名单部分,24783,0,1438,0,0,0
2025-12-10,shuxunda01,辽宁,31,334,334,2,2,0,0
2025-12-10,,广西,未触发黑名单部分,3,0,1,0,0,0
2025-12-10,youqian888,辽宁,31,2606,2606,6,6,0,0
2025-12-10,yuedaibao666,海南,未触发黑名单部分,11542,0,390,0,0,0
2025-12-10,baotai27,黑龙江,31,0,0,0,0,0,0
