dt,account,province,group,total_outbound_count,black_outbound_count,total_pickup_count,black_pickup_count,total_pay_count,black_pay_count
2025-12-10,weiqianbao333,上海,未触发黑名单部分,6782,0,219,0,0,0
2025-12-10,kaishi01,福建,未触发黑名单部分,6,0,0,0,0,0
2025-12-10,youqian888,江西,31,1,1,0,0,0,0
2025-12-10,xinyongfei666,河南,未触发黑名单部分,49947,0,3106,0,0,0
2025-12-10,taoyirong999,海南,未触发黑名单部分,46374,0,1796,0,1,0
2025-12-10,xinyongfei666,海南,未触发黑名单部分,16,0,0,0,0,0
2025-12-10,haihua888,黑龙江,未触发黑名单部分,10,0,0,0,0,0
2025-12-10,xinyongfei666,内蒙古,未触发黑名单部分,15422,0,863,0,0,0
2025-12-10,xiaohuifu666,辽宁,31,65,65,1,1,0,0
2025-12-10,weiqianbao888,安徽,31,12024,12024,78,78,0,0
2025-12-10,weiqianbao888,山东,未触发黑名单部分,27946,0,1239,0,0,0
2025-12-10,taoyirong666,湖北,未触发黑名单部分,9685,0,389,0,0,0
2025-12-10,kaishi01,重庆,未触发黑名单部分,2,0,0,0,0,0
2025-12-10,zhongandai666,吉林,未触发黑名单部分,2401,0,201,0,0,0
2025-12-10,weiqianbao333,青海,31,1415,1415,5,5,0,0
2025-12-10,langshun08,黑龙江,31,764,764,5,5,0,0
2025-12-10,baotai04,吉林,未触发黑名单部分,24,0,0,0,0,0
2025-12-10,langshun08,西藏,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,jirong888,四川,31,9698,9698,51,51,0,0
2025-12-10,baotai10,河南,31,12193,12193,79,79,0,0
2025-12-10,langshun08,山东,未触发黑名单部分,25049,0,1416,0,0,0
2025-12-10,baotai18,内蒙古,31,76,76,8,8,0,0
2025-12-10,jirong888,上海,未触发黑名单部分,16741,0,810,0,0,0
2025-12-10,yuedaibao666,湖北,31,3495,3495,9,9,0,0
2025-12-10,baotai52,江西,未触发黑名单部分,5203,0,733,0,0,0
2025-12-10,baotai10,广西,31,484,484,1,1,0,0
2025-12-10,taoyirong666,广西,31,1679,1679,1,1,0,0
2025-12-10,weiqianbao888,重庆,未触发黑名单部分,11835,0,633,0,1,0
2025-12-10,jixianghua888,四川,未触发黑名单部分,746,0,23,0,0,0
2025-12-10,shuxunda01,河北,未触发黑名单部分,6946,0,947,0,0,0
2025-12-10,weiqianbao888,河北,未触发黑名单部分,30578,0,1550,0,0,0
2025-12-10,langshun06,江西,未触发黑名单部分,25867,0,3307,0,1,0
2025-12-10,fenqile888,河南,未触发黑名单部分,32988,0,728,0,0,0
2025-12-10,baotai18,重庆,31,19,19,1,1,0,0
2025-12-10,huirong888,广西,未触发黑名单部分,28095,0,1588,0,1,0
2025-12-10,yuedaibao666,重庆,未触发黑名单部分,11196,0,913,0,0,0
2025-12-10,langshun08,吉林,未触发黑名单部分,8895,0,687,0,0,0
2025-12-10,zhongandai666,宁夏,未触发黑名单部分,1052,0,90,0,0,0
2025-12-10,weiqianbao333,青海,未触发黑名单部分,4759,0,211,0,0,0
2025-12-10,haihua888,江西,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,miduoduo888,黑龙江,未触发黑名单部分,60519,0,2992,0,0,0
2025-12-10,miduoduo888,浙江,未触发黑名单部分,178128,0,12749,0,2,0
2025-12-10,baotai04,广东,31,6751,6751,30,30,0,0
2025-12-10,langshun08,上海,31,5008,5008,33,33,0,0
2025-12-10,taoyirong999,云南,未触发黑名单部分,68933,0,2577,0,1,0
2025-12-10,taoyirong666,重庆,31,1524,1524,4,4,0,0
2025-12-10,yuedaibao999,广东,31,197292,197292,595,595,0,0
2025-12-10,baotai18,四川,未触发黑名单部分,4411,0,480,0,0,0
2025-12-10,weiqianbao333,河南,未触发黑名单部分,33016,0,1329,0,2,0
2025-12-10,zhongandai999,吉林,31,6702,6702,47,47,0,0
2025-12-10,yuedaibao999,福建,31,59978,59978,281,281,0,0
2025-12-10,jixianghua888,上海,未触发黑名单部分,677,0,18,0,0,0
2025-12-10,haofenqi888,山东,31,15923,15923,86,86,0,0
2025-12-10,yuedaibao999,湖北,31,72297,72297,322,322,0,0
2025-12-10,jiuwuhua888,甘肃,31,4982,4982,20,20,0,0
2025-12-10,xiaohuifu666,河北,31,150,150,1,1,0,0
2025-12-10,baotai10,贵州,31,608,608,10,10,0,0
2025-12-10,weiqianbao888,山东,31,16176,16176,75,75,0,0
2025-12-10,fenqile888,江苏,未触发黑名单部分,23607,0,511,0,0,0
2025-12-10,baotai27,河南,未触发黑名单部分,555176,0,40768,0,79,0
2025-12-10,zhongandai999,上海,31,11089,11089,92,92,0,0
2025-12-10,zhongandai999,上海,未触发黑名单部分,69807,0,6774,0,0,0
2025-12-10,baotai10,宁夏,未触发黑名单部分,11668,0,1079,0,0,0
2025-12-10,jixianghua888,黑龙江,31,0,0,0,0,0,0
2025-12-10,haofenqi888,湖北,31,9381,9381,26,26,0,0
2025-12-10,yuedaibao999,江苏,31,102379,102379,474,474,0,0
2025-12-10,xinyongfei666,江西,未触发黑名单部分,27564,0,1835,0,0,0
2025-12-10,baotai52,浙江,31,561,561,6,6,0,0
2025-12-10,taoyirong999,福建,31,25020,25020,35,35,0,0
2025-12-10,weiqianbao888,云南,未触发黑名单部分,35065,0,1691,0,0,0
2025-12-10,yunshenghua888,黑龙江,31,6218,6218,34,34,0,0
2025-12-10,langshun06,湖南,31,3289,3289,3,3,0,0
2025-12-10,taoyirong999,山东,未触发黑名单部分,73764,0,2445,0,0,0
2025-12-10,huirong888,广东,31,42084,42084,127,127,1,1
2025-12-10,baotai10,青海,未触发黑名单部分,7668,0,851,0,0,0
2025-12-10,fenqile888,甘肃,未触发黑名单部分,11492,0,296,0,1,0
2025-12-10,jixianghua888,天津,未触发黑名单部分,297,0,15,0,0,0
2025-12-10,zhongandai666,湖北,31,1479,1479,19,19,0,0
2025-12-10,baotai10,黑龙江,未触发黑名单部分,36880,0,3211,0,0,0
2025-12-10,xiaohuifu666,四川,未触发黑名单部分,6861,0,542,0,0,0
2025-12-10,weiqianbao661,四川,未触发黑名单部分,43238,0,2844,0,2,0
2025-12-10,huirong888,江苏,31,18841,18841,85,85,0,0
2025-12-10,weiqianbao661,吉林,31,6544,6544,23,23,0,0
2025-12-10,baotai10,上海,未触发黑名单部分,43517,0,3683,0,0,0
2025-12-10,haofenqi888,山东,未触发黑名单部分,63645,0,1288,0,0,0
2025-12-10,zhongandai999,宁夏,未触发黑名单部分,19639,0,2313,0,0,0
2025-12-10,meixin888,山西,31,11357,11357,27,27,0,0
2025-12-10,haofenqi888,辽宁,31,4116,4116,20,20,0,0
2025-12-10,langshun08,山西,31,1430,1430,8,8,0,0
2025-12-10,xinyongfei666,甘肃,未触发黑名单部分,9955,0,626,0,0,0
2025-12-10,weiqianbao555,河北,31,51051,51051,146,146,0,0
2025-12-10,baotai10,云南,未触发黑名单部分,58831,0,5208,0,0,0
2025-12-10,zhongandai999,辽宁,31,10362,10362,69,69,0,0
2025-12-10,yuedaibao999,宁夏,未触发黑名单部分,19017,0,1173,0,0,0
2025-12-10,shuxunda01,浙江,未触发黑名单部分,12697,0,2173,0,0,0
2025-12-10,zhongandai666,山东,31,1993,1993,39,39,0,0
2025-12-10,baotai10,浙江,未触发黑名单部分,98157,0,11415,0,0,0
2025-12-10,YSH,四川,31,2132,2132,6,6,0,0
2025-12-10,YSH,陕西,未触发黑名单部分,21,0,0,0,0,0
2025-12-10,meixin888,甘肃,未触发黑名单部分,3,0,0,0,0,0
2025-12-10,weiqianbao333,西藏,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,yuedaibao999,贵州,31,49319,49319,158,158,0,0
2025-12-10,weiqianbao888,山西,31,11728,11728,68,68,0,0
2025-12-10,zhongandai999,广东,未触发黑名单部分,349387,0,38424,0,1,0
2025-12-10,haozhouzhuan888,江苏,未触发黑名单部分,177764,0,3199,0,0,0
2025-12-10,baotai18,贵州,未触发黑名单部分,415,0,63,0,0,0
2025-12-10,yuedaibao999,内蒙古,未触发黑名单部分,36964,0,2643,0,0,0
2025-12-10,langshun06,上海,未触发黑名单部分,37526,0,1477,0,0,0
2025-12-10,haofenqi888,湖南,31,8493,8493,32,32,0,0
2025-12-10,weiqianbao333,安徽,未触发黑名单部分,19074,0,756,0,0,0
2025-12-10,weiqianbao555,广西,31,53991,53991,179,179,0,0
2025-12-10,taoyirong666,上海,31,1900,1900,3,3,0,0
2025-12-10,baotai52,贵州,31,10,10,0,0,0,0
2025-12-10,yuedaibao999,湖北,未触发黑名单部分,117336,0,6682,0,0,0
2025-12-10,xiaohuifu666,湖北,未触发黑名单部分,6531,0,466,0,0,0
2025-12-10,weiqianbao888,广东,未触发黑名单部分,105478,0,6054,0,1,0
2025-12-10,yuedaibao999,江西,31,32829,32829,155,155,1,1
2025-12-10,shuxunda01,四川,31,677,677,4,4,0,0
2025-12-10,jiuwuhua888,黑龙江,31,2726,2726,8,8,0,0
2025-12-10,youqian888,云南,未触发黑名单部分,20680,0,1306,0,0,0
2025-12-10,baotai27,云南,31,10706,10706,164,164,0,0
2025-12-10,huirong888,辽宁,31,3015,3015,9,9,0,0
2025-12-10,baotai18,河南,未触发黑名单部分,6406,0,827,0,0,0
2025-12-10,xiaohuifu666,吉林,未触发黑名单部分,1915,0,144,0,0,0
2025-12-10,jixianghua888,河南,31,227,227,0,0,0,0
2025-12-10,xinyongfei666,宁夏,31,322,322,1,1,0,0
2025-12-10,,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,xiaohuifu666,湖北,31,178,178,1,1,0,0
2025-12-10,yuedaibao999,河北,未触发黑名单部分,130850,0,8151,0,0,0
2025-12-10,haihua888,上海,未触发黑名单部分,9868,0,836,0,0,0
2025-12-10,haofenqi888,湖北,未触发黑名单部分,36119,0,670,0,0,0
2025-12-10,baotai27,青海,31,345,345,3,3,0,0
2025-12-10,baotai18,广西,31,22,22,0,0,0,0
2025-12-10,fenqile888,湖北,31,5287,5287,20,20,0,0
2025-12-10,langshun06,广西,未触发黑名单部分,27861,0,1793,0,1,0
2025-12-10,xiaohuifu666,内蒙古,未触发黑名单部分,4225,0,248,0,0,0
2025-12-10,huirong888,海南,未触发黑名单部分,7,0,0,0,0,0
2025-12-10,weiqianbao888,湖北,31,15398,15398,97,97,0,0
2025-12-10,yuedaibao999,辽宁,未触发黑名单部分,37511,0,2850,0,0,0
2025-12-10,yunshenghua888,吉林,未触发黑名单部分,77,0,0,0,0,0
2025-12-10,fenqile888,福建,未触发黑名单部分,13720,0,326,0,0,0
2025-12-10,jirong888,山东,未触发黑名单部分,44344,0,2287,0,0,0
2025-12-10,youqian888,黑龙江,未触发黑名单部分,26,0,0,0,0,0
2025-12-10,taoyirong999,江西,31,10916,10916,22,22,1,1
2025-12-10,yuedaibao666,甘肃,31,628,628,2,2,0,0
2025-12-10,zhongandai666,广西,31,174,174,0,0,0,0
2025-12-10,yunshenghua888,广东,未触发黑名单部分,550,0,8,0,0,0
2025-12-10,fenqile888,山东,未触发黑名单部分,25684,0,547,0,0,0
2025-12-10,taoyirong666,河南,31,7148,7148,11,11,0,0
2025-12-10,baotai52,辽宁,未触发黑名单部分,3245,0,499,0,0,0
2025-12-10,jixianghua888,山东,未触发黑名单部分,2198,0,68,0,0,0
2025-12-10,fenqile888,四川,31,6417,6417,20,20,0,0
2025-12-10,yuedaibao999,黑龙江,31,17647,17647,53,53,0,0
2025-12-10,langshun06,安徽,31,2632,2632,6,6,0,0
2025-12-10,baotai18,黑龙江,31,23,23,1,1,0,0
2025-12-10,zhongandai999,湖南,31,15835,15835,99,99,0,0
2025-12-10,zhongandai999,天津,未触发黑名单部分,29935,0,2589,0,0,0
2025-12-10,haihua888,福建,未触发黑名单部分,5,0,1,0,0,0
2025-12-10,baotai27,湖南,31,11680,11680,90,90,0,0
2025-12-10,langshun08,江西,未触发黑名单部分,7747,0,601,0,0,0
2025-12-10,huirong888,甘肃,31,3487,3487,13,13,0,0
2025-12-10,jixianghua888,贵州,31,841,841,1,1,0,0
2025-12-10,haozhouzhuan888,甘肃,未触发黑名单部分,37,0,7,0,0,0
2025-12-10,taoyirong999,贵州,未触发黑名单部分,80047,0,3097,0,0,0
2025-12-10,langshun06,广东,未触发黑名单部分,43791,0,4210,0,0,0
2025-12-10,weiqianbao555,黑龙江,31,6789,6789,28,28,0,0
2025-12-10,youqian888,山西,未触发黑名单部分,9841,0,473,0,0,0
2025-12-10,baotai27,河北,31,42,42,0,0,0,0
2025-12-10,miduoduo888,山西,未触发黑名单部分,202231,0,9892,0,0,0
2025-12-10,haozhouzhuan888,河南,31,134110,134110,384,384,0,0
2025-12-10,fenqile888,广西,31,3631,3631,7,7,0,0
2025-12-10,haofenqi888,江西,未触发黑名单部分,22466,0,605,0,0,0
2025-12-10,huirong888,天津,未触发黑名单部分,22,0,0,0,0,0
2025-12-10,haozhouzhuan888,湖南,31,171442,171442,451,451,0,0
2025-12-10,meixin888,四川,未触发黑名单部分,30836,0,1790,0,1,0
2025-12-10,weiqianbao555,湖北,31,60277,60277,185,185,0,0
2025-12-10,baotai04,山东,31,0,0,0,0,0,0
2025-12-10,weiqianbao661,辽宁,未触发黑名单部分,15537,0,911,0,0,0
2025-12-10,baotai52,江苏,31,906,906,6,6,0,0
2025-12-10,weiqianbao555,山西,31,46596,46596,172,172,0,0
2025-12-10,weiqianbao888,吉林,31,5520,5520,28,28,0,0
2025-12-10,weiqianbao555,广东,未触发黑名单部分,356712,0,18878,0,0,0
2025-12-10,jiuwuhua888,上海,31,2246,2246,5,5,0,0
2025-12-10,weiqianbao555,甘肃,未触发黑名单部分,84499,0,4676,0,0,0
2025-12-10,weiqianbao661,安徽,31,14112,14112,62,62,0,0
2025-12-10,taoyirong666,陕西,未触发黑名单部分,5670,0,275,0,1,0
2025-12-10,xiaohuifu666,四川,31,171,171,4,4,0,0
2025-12-10,yunshenghua888,海南,未触发黑名单部分,11,0,0,0,0,0
2025-12-10,yuedaibao666,河南,未触发黑名单部分,38681,0,2368,0,1,0
2025-12-10,youqian888,广东,未触发黑名单部分,35201,0,2080,0,0,0
2025-12-10,jirong888,黑龙江,31,2631,2631,15,15,0,0
2025-12-10,kaishi01,河北,未触发黑名单部分,4,0,1,0,0,0
2025-12-10,haihua888,宁夏,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,huirong888,陕西,未触发黑名单部分,9094,0,629,0,1,0
2025-12-10,yuedaibao666,云南,未触发黑名单部分,33041,0,2238,0,1,0
2025-12-10,yunshenghua888,青海,未触发黑名单部分,9,0,0,0,0,0
2025-12-10,baotai27,贵州,未触发黑名单部分,281843,0,15113,0,29,0
2025-12-10,baotai10,江西,31,4891,4891,49,49,0,0
2025-12-10,yuedaibao666,陕西,未触发黑名单部分,15964,0,994,0,0,0
2025-12-10,baotai18,辽宁,31,58,58,4,4,0,0
2025-12-10,jixianghua888,江西,31,752,752,1,1,0,0
2025-12-10,baotai10,黑龙江,31,2973,2973,27,27,0,0
2025-12-10,weiqianbao888,贵州,未触发黑名单部分,37875,0,1439,0,0,0
2025-12-10,jiuwuhua888,贵州,31,10886,10886,24,24,0,0
2025-12-10,yuedaibao999,黑龙江,未触发黑名单部分,29165,0,1985,0,0,0
2025-12-10,weiqianbao661,海南,31,5661,5661,4,4,0,0
2025-12-10,jirong888,吉林,31,2477,2477,15,15,0,0
2025-12-10,zhongandai666,湖北,未触发黑名单部分,8143,0,645,0,0,0
2025-12-10,miduoduo888,天津,未触发黑名单部分,26646,0,2141,0,0,0
2025-12-10,weiqianbao333,辽宁,未触发黑名单部分,10342,0,372,0,0,0
2025-12-10,taoyirong666,黑龙江,未触发黑名单部分,3801,0,202,0,0,0
2025-12-10,weiqianbao661,江苏,31,24346,24346,92,92,0,0
2025-12-10,jiuwuhua888,安徽,31,6477,6477,30,30,0,0
2025-12-10,baotai04,陕西,31,1,1,0,0,0,0
2025-12-10,taoyirong666,江苏,31,4459,4459,12,12,0,0
2025-12-10,baotai18,上海,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,baotai04,宁夏,31,1,1,0,0,0,0
2025-12-10,haozhouzhuan888,内蒙古,31,16,16,0,0,0,0
2025-12-10,taoyirong999,甘肃,31,8582,8582,24,24,0,0
2025-12-10,miduoduo888,云南,未触发黑名单部分,356203,0,22245,0,3,0
2025-12-10,miduoduo888,山东,未触发黑名单部分,200415,0,9344,0,0,0
2025-12-10,yunshenghua888,浙江,31,40360,40360,127,127,0,0
2025-12-10,baotai18,陕西,未触发黑名单部分,3677,0,576,0,0,0
2025-12-10,weiqianbao661,重庆,31,7755,7755,17,17,0,0
2025-12-10,jixianghua888,甘肃,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,haozhouzhuan888,辽宁,未触发黑名单部分,66197,0,1421,0,0,0
2025-12-10,taoyirong999,江西,未触发黑名单部分,35018,0,1534,0,0,0
2025-12-10,weiqianbao333,天津,31,3665,3665,5,5,0,0
2025-12-10,,浙江,31,3,3,0,0,0,0
2025-12-10,weiqianbao888,江西,31,10107,10107,65,65,0,0
2025-12-10,langshun06,西藏,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,haofenqi888,吉林,未触发黑名单部分,14197,0,351,0,0,0
2025-12-10,YSH,云南,31,235,235,1,1,0,0
2025-12-10,baotai04,江苏,31,2,2,0,0,0,0
2025-12-10,jixianghua888,福建,31,0,0,0,0,0,0
2025-12-10,jirong888,四川,未触发黑名单部分,44076,0,2751,0,0,0
2025-12-10,yuedaibao999,河北,31,76379,76379,341,341,0,0
2025-12-10,meixin888,江西,31,6899,6899,22,22,1,1
2025-12-10,youqian888,青海,31,253,253,0,0,0,0
2025-12-10,baotai52,海南,31,2,2,0,0,0,0
2025-12-10,weiqianbao555,云南,31,40643,40643,176,176,0,0
2025-12-10,jiuwuhua888,云南,未触发黑名单部分,59756,0,3822,0,0,0
2025-12-10,meixin888,陕西,未触发黑名单部分,20672,0,1078,0,1,0
2025-12-10,langshun08,海南,未触发黑名单部分,11715,0,987,0,0,0
2025-12-10,yuedaibao666,内蒙古,31,618,618,4,4,0,0
2025-12-10,kaishi01,北京,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,zhongandai666,河北,未触发黑名单部分,9362,0,845,0,0,0
2025-12-10,haihua888,浙江,未触发黑名单部分,6542,0,701,0,0,0
2025-12-10,baotai10,内蒙古,31,4236,4236,30,30,0,0
2025-12-10,langshun08,山西,未触发黑名单部分,10289,0,558,0,0,0
2025-12-10,baotai27,安徽,31,2589,2589,9,9,0,0
2025-12-10,fenqile888,重庆,未触发黑名单部分,6317,0,158,0,0,0
2025-12-10,xinyongfei666,山东,未触发黑名单部分,39839,0,1902,0,0,0
2025-12-10,yuedaibao666,山东,31,4918,4918,26,26,0,0
2025-12-10,weiqianbao661,江西,未触发黑名单部分,31817,0,2038,0,0,0
2025-12-10,yunshenghua888,天津,31,21280,21280,47,47,0,0
2025-12-10,YSH,宁夏,31,1,1,0,0,0,0
2025-12-10,langshun06,陕西,未触发黑名单部分,33583,0,2099,0,1,0
2025-12-10,jirong888,云南,未触发黑名单部分,14165,0,668,0,0,0
2025-12-10,baotai52,甘肃,31,243,243,2,2,0,0
2025-12-10,yunshenghua888,云南,31,2536,2536,11,11,0,0
2025-12-10,haofenqi888,天津,未触发黑名单部分,8738,0,197,0,0,0
2025-12-10,yuedaibao666,宁夏,未触发黑名单部分,1725,0,91,0,0,0
2025-12-10,huirong888,安徽,未触发黑名单部分,5048,0,333,0,0,0
2025-12-10,haihua888,山东,31,372,372,2,2,0,0
2025-12-10,youqian888,吉林,未触发黑名单部分,16,0,0,0,0,0
2025-12-10,YSH,辽宁,未触发黑名单部分,2,0,0,0,0,0
2025-12-10,yunshenghua888,湖北,未触发黑名单部分,108444,0,5107,0,5,0
2025-12-10,weiqianbao888,四川,未触发黑名单部分,37038,0,1939,0,3,0
2025-12-10,weiqianbao333,甘肃,31,11249,11249,39,39,0,0
2025-12-10,haozhouzhuan888,辽宁,31,41389,41389,106,106,0,0
2025-12-10,baotai52,上海,未触发黑名单部分,3360,0,379,0,0,0
2025-12-10,zhongandai666,浙江,31,1189,1189,12,12,0,0
2025-12-10,zhongandai999,黑龙江,未触发黑名单部分,47635,0,4883,0,0,0
2025-12-10,weiqianbao555,贵州,31,55242,55242,136,136,1,1
2025-12-10,weiqianbao661,宁夏,未触发黑名单部分,9265,0,533,0,0,0
2025-12-10,baotai04,湖南,未触发黑名单部分,35,0,1,0,0,0
2025-12-10,weiqianbao333,河北,31,17742,17742,53,53,0,0
2025-12-10,YSH,青海,31,0,0,0,0,0,0
2025-12-10,youqian888,湖北,未触发黑名单部分,3382,0,220,0,0,0
2025-12-10,zhongandai666,甘肃,31,456,456,4,4,0,0
2025-12-10,xinyongfei666,云南,31,1282,1282,6,6,0,0
2025-12-10,langshun06,山东,31,5758,5758,11,11,0,0
2025-12-10,weiqianbao888,辽宁,未触发黑名单部分,11387,0,557,0,0,0
2025-12-10,shuxunda01,广东,未触发黑名单部分,33622,0,5212,0,0,0
2025-12-10,huirong888,湖南,未触发黑名单部分,14844,0,1107,0,1,0
2025-12-10,weiqianbao888,辽宁,31,5772,5772,34,34,0,0
2025-12-10,xiaohuifu666,江苏,31,245,245,0,0,0,0
2025-12-10,yunshenghua888,天津,未触发黑名单部分,36961,0,2377,0,0,0
2025-12-10,yunshenghua888,河北,31,9310,9310,26,26,0,0
2025-12-10,yunshenghua888,广东,31,80,80,0,0,0,0
2025-12-10,miduoduo888,青海,未触发黑名单部分,14,0,1,0,0,0
2025-12-10,haozhouzhuan888,广东,未触发黑名单部分,699815,0,13469,0,1,0
2025-12-10,weiqianbao333,广东,31,69580,69580,203,203,0,0
2025-12-10,miduoduo888,河南,未触发黑名单部分,237862,0,12231,0,1,0
2025-12-10,yunshenghua888,陕西,31,16697,16697,39,39,0,0
2025-12-10,jirong888,广西,未触发黑名单部分,26115,0,1503,0,0,0
2025-12-10,baotai27,湖北,31,10027,10027,84,84,0,0
2025-12-10,baotai18,广东,未触发黑名单部分,7806,0,1278,0,0,0
2025-12-10,fenqile888,陕西,31,4272,4272,17,17,0,0
2025-12-10,baotai52,贵州,未触发黑名单部分,1248,0,165,0,0,0
2025-12-10,langshun06,河北,31,3179,3179,11,11,0,0
2025-12-10,baotai27,山东,31,3969,3969,23,23,0,0
2025-12-10,fenqile888,福建,31,2788,2788,14,14,0,0
2025-12-10,jixianghua888,吉林,未触发黑名单部分,272,0,6,0,0,0
2025-12-10,haozhouzhuan888,甘肃,31,3,3,0,0,0,0
2025-12-10,miduoduo888,海南,31,24575,24575,79,79,0,0
2025-12-10,haofenqi888,陕西,未触发黑名单部分,30029,0,706,0,0,0
2025-12-10,xinyongfei666,吉林,31,883,883,3,3,0,0
2025-12-10,YSH,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,shuxunda01,广西,未触发黑名单部分,6722,0,863,0,0,0
2025-12-10,YSH,甘肃,31,0,0,0,0,0,0
2025-12-10,taoyirong999,吉林,未触发黑名单部分,22794,0,908,0,0,0
2025-12-10,taoyirong666,吉林,31,1870,1870,3,3,0,0
2025-12-10,haozhouzhuan888,云南,未触发黑名单部分,22,0,5,0,0,0
2025-12-10,baotai27,天津,未触发黑名单部分,3,0,0,0,0,0
2025-12-10,weiqianbao555,湖北,未触发黑名单部分,148279,0,6398,0,1,0
2025-12-10,xinyongfei666,陕西,31,2400,2400,13,13,0,0
2025-12-10,youqian888,河北,未触发黑名单部分,3638,0,203,0,0,0
2025-12-10,zhongandai999,湖北,未触发黑名单部分,118090,0,10844,0,0,0
2025-12-10,,山西,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,taoyirong666,安徽,未触发黑名单部分,4947,0,272,0,0,0
2025-12-10,weiqianbao333,云南,31,19245,19245,76,76,0,0
2025-12-10,youqian888,贵州,未触发黑名单部分,6182,0,342,0,0,0
2025-12-10,baotai52,上海,31,286,286,1,1,0,0
2025-12-10,meixin888,宁夏,31,0,0,0,0,0,0
2025-12-10,weiqianbao333,四川,31,26724,26724,80,80,0,0
2025-12-10,jirong888,宁夏,未触发黑名单部分,5,0,0,0,0,0
2025-12-10,haozhouzhuan888,四川,未触发黑名单部分,180297,0,3928,0,0,0
2025-12-10,xiaohuifu666,浙江,未触发黑名单部分,14183,0,1162,0,1,0
2025-12-10,taoyirong999,山西,31,8029,8029,16,16,0,0
2025-12-10,haihua888,贵州,31,1118,1118,3,3,0,0
2025-12-10,haofenqi888,安徽,31,3,3,0,0,0,0
2025-12-10,jixianghua888,安徽,未触发黑名单部分,455,0,15,0,0,0
2025-12-10,zhongandai999,江苏,未触发黑名单部分,212631,0,20778,0,0,0
2025-12-10,jirong888,江苏,31,10750,10750,40,40,0,0
2025-12-10,YSH,内蒙古,未触发黑名单部分,2998,0,189,0,0,0
2025-12-10,haozhouzhuan888,重庆,31,55855,55855,138,138,0,0
2025-12-10,yuedaibao666,浙江,未触发黑名单部分,33012,0,2747,0,1,0
2025-12-10,taoyirong666,上海,未触发黑名单部分,2940,0,133,0,0,0
2025-12-10,huirong888,宁夏,31,3,3,0,0,0,0
2025-12-10,haofenqi888,广西,31,3,3,0,0,0,0
2025-12-10,weiqianbao555,河南,未触发黑名单部分,159940,0,8080,0,1,0
2025-12-10,baotai27,内蒙古,未触发黑名单部分,116952,0,9733,0,17,0
2025-12-10,huirong888,河北,未触发黑名单部分,16582,0,1361,0,0,0
2025-12-10,weiqianbao333,湖南,未触发黑名单部分,40758,0,1781,0,0,0
2025-12-10,xinyongfei666,天津,未触发黑名单部分,7376,0,440,0,0,0
2025-12-10,jirong888,安徽,未触发黑名单部分,27371,0,1565,0,0,0
2025-12-10,yuedaibao999,山西,未触发黑名单部分,122371,0,7047,0,0,0
2025-12-10,fenqile888,贵州,未触发黑名单部分,23202,0,1123,0,0,0
2025-12-10,haozhouzhuan888,青海,31,1,1,0,0,0,0
2025-12-10,langshun08,四川,未触发黑名单部分,25927,0,1996,0,0,0
2025-12-10,jirong888,广西,31,2963,2963,7,7,0,0
2025-12-10,baotai10,湖南,未触发黑名单部分,76024,0,6702,0,0,0
2025-12-10,yunshenghua888,浙江,未触发黑名单部分,143380,0,9738,0,0,0
2025-12-10,xiaohuifu666,宁夏,未触发黑名单部分,1604,0,150,0,0,0
2025-12-10,YSH,江西,未触发黑名单部分,3,0,0,0,0,0
2025-12-10,yuedaibao999,上海,未触发黑名单部分,34452,0,2313,0,0,0
2025-12-10,taoyirong666,山东,未触发黑名单部分,15159,0,699,0,0,0
2025-12-10,YSH,湖南,未触发黑名单部分,2391,0,197,0,0,0
2025-12-10,baotai52,吉林,31,177,177,0,0,0,0
2025-12-10,zhongandai999,江西,未触发黑名单部分,84482,0,8865,0,0,0
2025-12-10,baotai18,宁夏,31,7,7,0,0,0,0
2025-12-10,meixin888,湖北,未触发黑名单部分,24955,0,1314,0,0,0
2025-12-10,jirong888,河南,未触发黑名单部分,57052,0,3544,0,0,0
2025-12-10,langshun06,天津,未触发黑名单部分,14247,0,586,0,0,0
2025-12-10,xiaohuifu666,甘肃,31,80,80,1,1,0,0
2025-12-10,weiqianbao888,广东,31,63343,63343,299,299,1,1
2025-12-10,baotai18,内蒙古,未触发黑名单部分,3093,0,642,0,0,0
2025-12-10,langshun08,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,yuedaibao999,天津,未触发黑名单部分,19544,0,1784,0,0,0
2025-12-10,weiqianbao661,山西,31,14805,14805,56,56,0,0
2025-12-10,haofenqi888,广东,31,19331,19331,69,69,0,0
2025-12-10,yunshenghua888,安徽,未触发黑名单部分,53777,0,2877,0,0,0
2025-12-10,xiaohuifu666,河北,未触发黑名单部分,6903,0,464,0,0,0
